Feature,Coefficient,Compartment,Feature_Type,Measurement,Channel,Rank
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_4,-0.08856451014937539,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,900
Nuclei_AreaShape_Zernike_9_9,-0.08921606141603657,Nuclei,AreaShape,Zernike,9,901
Cells_RadialDistribution_RadialCV_PM_1of4,-0.09067644679261037,Cells,RadialDistribution,RadialCV,PM,902
Cells_RadialDistribution_FracAtD_PM_3of4,-0.0946963869729296,Cells,RadialDistribution,FracAtD,PM,903
Nuclei_Texture_InfoMeas1_Actin_3_02_256,-0.09705881047566904,Nuclei,Texture,InfoMeas1,Actin,904
Cells_RadialDistribution_RadialCV_Mitochondria_4of4,-0.09741924984557691,Cells,RadialDistribution,RadialCV,Mitochondria,905
Nuclei_Texture_Correlation_ER_3_00_256,-0.09936196441826722,Nuclei,Texture,Correlation,ER,906
Nuclei_Granularity_1_Actin,-0.10248761557494943,Nuclei,Granularity,1,Actin,907
Cells_RadialDistribution_ZernikeMagnitude_Hoechst_4_0,-0.10315019741001298,Cells,RadialDistribution,ZernikeMagnitude,Hoechst,908
Cytoplasm_RadialDistribution_MeanFrac_Actin_4of4,-0.1047391372533999,Cytoplasm,RadialDistribution,MeanFrac,Actin,909
Cells_RadialDistribution_MeanFrac_ER_1of4,-0.10738766442723387,Cells,RadialDistribution,MeanFrac,ER,910
Cells_RadialDistribution_MeanFrac_Actin_4of4,-0.10857463971143082,Cells,RadialDistribution,MeanFrac,Actin,911
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_3_1,-0.10866081305177469,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,912
Cytoplasm_Intensity_IntegratedIntensity_Actin,-0.10932921898983172,Cytoplasm,Intensity,IntegratedIntensity,Actin,913
Cytoplasm_Texture_DifferenceEntropy_ER_3_01_256,-0.1101489308262393,Cytoplasm,Texture,DifferenceEntropy,ER,914
Nuclei_Correlation_RWC_Hoechst_ER,-0.11033354229855787,Nuclei,Correlation,RWC,Hoechst,915
Cytoplasm_Texture_DifferenceEntropy_PM_3_00_256,-0.1151910139354031,Cytoplasm,Texture,DifferenceEntropy,PM,916
Nuclei_RadialDistribution_ZernikeMagnitude_ER_2_2,-0.11595920222757714,Nuclei,RadialDistribution,ZernikeMagnitude,ER,917
Cytoplasm_Texture_Correlation_Actin_3_02_256,-0.117141156358706,Cytoplasm,Texture,Correlation,Actin,918
Nuclei_Correlation_Correlation_Actin_ER,-0.11739268793237893,Nuclei,Correlation,Correlation,Actin,919
Nuclei_RadialDistribution_RadialCV_PM_1of4,-0.12010677544719396,Nuclei,RadialDistribution,RadialCV,PM,920
Nuclei_RadialDistribution_RadialCV_Hoechst_4of4,-0.12058285459473135,Nuclei,RadialDistribution,RadialCV,Hoechst,921
Cytoplasm_Texture_DifferenceEntropy_ER_3_02_256,-0.12099133077743998,Cytoplasm,Texture,DifferenceEntropy,ER,922
Nuclei_Correlation_RWC_Mitochondria_Hoechst,-0.12129454204867222,Nuclei,Correlation,RWC,Mitochondria,923
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_3_3,-0.1242702114623988,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,924
Nuclei_Correlation_Overlap_ER_Mitochondria,-0.12678849235818695,Nuclei,Correlation,Overlap,ER,925
Nuclei_Correlation_K_ER_Hoechst,-0.12847043038110637,Nuclei,Correlation,K,ER,926
Cells_RadialDistribution_ZernikeMagnitude_Actin_4_0,-0.12950776670466857,Cells,RadialDistribution,ZernikeMagnitude,Actin,927
Nuclei_Granularity_2_Hoechst,-0.1311399880275679,Nuclei,Granularity,2,Hoechst,928
Nuclei_RadialDistribution_RadialCV_ER_2of4,-0.1326592645681875,Nuclei,RadialDistribution,RadialCV,ER,929
Cytoplasm_Granularity_2_ER,-0.13526564637922214,Cytoplasm,Granularity,2,ER,930
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_4_2,-0.13811965854654243,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,931
Cells_Texture_Correlation_PM_3_01_256,-0.13812938435791772,Cells,Texture,Correlation,PM,932
Nuclei_Texture_Correlation_PM_3_00_256,-0.13821863247465094,Nuclei,Texture,Correlation,PM,933
Nuclei_Texture_InverseDifferenceMoment_Mitochondria_3_00_256,-0.13871020498202954,Nuclei,Texture,InverseDifferenceMoment,Mitochondria,934
Cytoplasm_Intensity_MADIntensity_Mitochondria,-0.1431328268188948,Cytoplasm,Intensity,MADIntensity,Mitochondria,935
Nuclei_Correlation_RWC_Actin_PM,-0.14337403299054674,Nuclei,Correlation,RWC,Actin,936
Nuclei_RadialDistribution_ZernikeMagnitude_PM_8_4,-0.14611939116665137,Nuclei,RadialDistribution,ZernikeMagnitude,PM,937
Cells_Texture_InfoMeas2_Hoechst_3_02_256,-0.1500145134363789,Cells,Texture,InfoMeas2,Hoechst,938
Nuclei_Intensity_IntegratedIntensity_Hoechst,-0.15519341443765755,Nuclei,Intensity,IntegratedIntensity,Hoechst,939
Nuclei_Texture_InfoMeas1_PM_3_01_256,-0.15651035751176404,Nuclei,Texture,InfoMeas1,PM,940
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_1,-0.15690498557789692,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,941
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_5_5,-0.15794815994068026,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,942
Cytoplasm_RadialDistribution_RadialCV_ER_2of4,-0.15957137445011335,Cytoplasm,RadialDistribution,RadialCV,ER,943
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_6_0,-0.16148412132177659,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,944
Cytoplasm_Texture_DifferenceVariance_Mitochondria_3_00_256,-0.1616466845001179,Cytoplasm,Texture,DifferenceVariance,Mitochondria,945
Cytoplasm_Texture_Contrast_Mitochondria_3_02_256,-0.16396688835499962,Cytoplasm,Texture,Contrast,Mitochondria,946
Cells_Granularity_1_Actin,-0.16863562050769898,Cells,Granularity,1,Actin,947
Nuclei_Texture_InfoMeas1_Actin_3_03_256,-0.1688666899636399,Nuclei,Texture,InfoMeas1,Actin,948
Cytoplasm_Texture_SumVariance_PM_3_03_256,-0.174818740074343,Cytoplasm,Texture,SumVariance,PM,949
Nuclei_RadialDistribution_ZernikeMagnitude_ER_8_2,-0.17995656146843558,Nuclei,RadialDistribution,ZernikeMagnitude,ER,950
Nuclei_Granularity_1_ER,-0.18929106767667006,Nuclei,Granularity,1,ER,951
Cells_RadialDistribution_RadialCV_PM_3of4,-0.19901391101152646,Cells,RadialDistribution,RadialCV,PM,952
Cytoplasm_Texture_InfoMeas1_PM_3_01_256,-0.20321306121690194,Cytoplasm,Texture,InfoMeas1,PM,953
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_4_2,-0.2081798168970448,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,954
Cytoplasm_Texture_Correlation_Actin_3_00_256,-0.21043458513314528,Cytoplasm,Texture,Correlation,Actin,955
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_3_1,-0.23866027901018932,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,956
Cytoplasm_Granularity_1_ER,-0.2479137783935314,Cytoplasm,Granularity,1,ER,957
Cells_Intensity_IntegratedIntensityEdge_Actin,-0.2567507670244753,Cells,Intensity,IntegratedIntensityEdge,Actin,958
Nuclei_Correlation_RWC_Actin_Hoechst,-0.25814911051607126,Nuclei,Correlation,RWC,Actin,959
Cytoplasm_Texture_InfoMeas1_PM_3_00_256,-0.26911212200877077,Cytoplasm,Texture,InfoMeas1,PM,960
Cells_Intensity_IntegratedIntensityEdge_ER,-0.2709431135743017,Cells,Intensity,IntegratedIntensityEdge,ER,961
Nuclei_Correlation_RWC_PM_Actin,-0.2781360344608763,Nuclei,Correlation,RWC,PM,962
Cytoplasm_Granularity_1_PM,-0.28116086597963935,Cytoplasm,Granularity,1,PM,963
Cells_Correlation_K_ER_Hoechst,-0.2833682012142785,Cells,Correlation,K,ER,964
Nuclei_RadialDistribution_MeanFrac_PM_3of4,-0.30414294569508243,Nuclei,RadialDistribution,MeanFrac,PM,965
Nuclei_Intensity_MinIntensity_Mitochondria,-0.3081500012996272,Nuclei,Intensity,MinIntensity,Mitochondria,966
Cells_Intensity_IntegratedIntensityEdge_PM,-0.34366786215014905,Cells,Intensity,IntegratedIntensityEdge,PM,967
Cytoplasm_Texture_InfoMeas1_PM_3_02_256,-0.37035078038603775,Cytoplasm,Texture,InfoMeas1,PM,968
Nuclei_Correlation_Correlation_Hoechst_PM,-0.38512278706336256,Nuclei,Correlation,Correlation,Hoechst,969
Cytoplasm_Texture_AngularSecondMoment_Mitochondria_3_01_256,-0.3912879878557244,Cytoplasm,Texture,AngularSecondMoment,Mitochondria,970
Nuclei_AreaShape_MajorAxisLength,-0.41638994373037896,Nuclei,AreaShape,MajorAxisLength,,971
Cytoplasm_Intensity_LowerQuartileIntensity_Actin,-0.8180710521415027,Cytoplasm,Intensity,LowerQuartileIntensity,Actin,972
Cells_Intensity_MinIntensityEdge_Actin,-0.8724036415636564,Cells,Intensity,MinIntensityEdge,Actin,973
